State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Meghalaya,EAST GARO HILLS,2002,Kharif     ,Jute,303.0,2491.0
Himachal Pradesh,KINNAUR,2008,Kharif     ,Ragi,21.0,21.0
Rajasthan,JALORE,2001,Whole Year ,Dry chillies,827.0,1819.0
Arunachal Pradesh,UPPER SUBANSIRI,2000,Rabi       ,Wheat,300.0,300.0
Tamil Nadu,KRISHNAGIRI,2009,Whole Year ,Rapeseed &Mustard,176.0,43.0
Bihar,BANKA,1998,Kharif     ,Blackgram,6.0,5.0
Chhattisgarh,RAJNANDGAON,2004,Rabi       ,Barley,8.0,6.0
Telangana ,KHAMMAM,2011,Kharif     ,Bajra,4.0,3.0
Tamil Nadu,TIRUNELVELI,2003,Kharif     ,Korra,3.0,1.0
Telangana ,MEDAK,2003,Whole Year ,Brinjal,667.0,8657.0
Jharkhand,LOHARDAGA,2005,Rabi       ,Gram,261.51,186.2
Madhya Pradesh,DAMOH,2002,Whole Year ,Papaya,11.0,0.0
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Papaya,526.0,13845.0
Odisha,KORAPUT,1999,Whole Year ,Tobacco,1580.0,970.0
Telangana ,KARIMNAGAR,2007,Kharif     ,Castor seed,2000.0,1000.0
Manipur,TAMENGLONG,2003,Whole Year ,Papaya,226.0,1311.0
Bihar,BANKA,2001,Whole Year ,Garlic,2.0,3.0
Nagaland,KOHIMA,2004,Rabi       ,Masoor,450.0,220.0
Rajasthan,JHALAWAR,2002,Rabi       ,Rapeseed &Mustard,3794.0,3393.0
Jammu and Kashmir ,DODA,2004,Kharif     ,Other Kharif pulses,1567.0,722.0
Maharashtra,PARBHANI,2012,Kharif     ,Urad,13000.0,6600.0
Karnataka,MYSORE,2012,Whole Year ,Tapioca,33.0,349.0
Sikkim,SOUTH DISTRICT,2001,Kharif     ,Maize,13400.0,18800.0
Nagaland,WOKHA,2006,Kharif     ,Dry ginger,510.0,4650.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2006,Kharif     ,Arhar/Tur,1147.0,1577.0
Karnataka,BELGAUM,2003,Whole Year ,Brinjal,777.0,2951.0
Manipur,CHURACHANDPUR,2002,Whole Year ,Citrus Fruit,176.0,0.0
Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Yam,165.0,0.0
Maharashtra,PUNE,2007,Rabi       ,Rapeseed &Mustard,1.0,1.0
Rajasthan,JHUNJHUNU,2002,Whole Year ,Water Melon,2.0,0.0
Uttarakhand,UDAM SINGH NAGAR,2007,Whole Year ,Sugarcane,37367.0,2316754.0
Puducherry,KARAIKAL,1998,Kharif     ,Rice,909.0,2215.0
Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Coriander,213.0,71.0
Karnataka,GADAG,2012,Rabi       ,Maize,2081.0,4798.0
Tamil Nadu,THENI,1999,Whole Year ,Guar seed,13515.0,150984.0
Punjab,FARIDKOT,2005,Kharif     ,Groundnut,100.0,100.0
Assam,UDALGURI,2010,Rabi       ,Masoor,658.0,417.0
Manipur,UKHRUL,2003,Whole Year ,Turmeric,120.0,80.0
Chhattisgarh,SURGUJA,2010,Kharif     ,Soyabean,47.0,24.0
Odisha,NUAPADA,2014,Winter     ,Horse-gram,1560.0,391.6
Telangana ,RANGAREDDI,2002,Kharif     ,Castor seed,10772.0,5052.0
Telangana ,NIZAMABAD,2009,Rabi       ,Rapeseed &Mustard,929.0,556.0
Chhattisgarh,RAIGARH,2002,Whole Year ,Potato,806.0,5124.0
Tamil Nadu,NAMAKKAL,2002,Whole Year ,Turmeric,1816.0,6455.0
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Other Fresh Fruits,182.0,0.0
West Bengal,24 PARAGANAS SOUTH,2008,Rabi       ,Gram,217.0,202.0
Kerala,KOLLAM,2003,Whole Year ,Bhindi,27.0,0.0
Bihar,VAISHALI,2005,Whole Year ,Dry chillies,30.0,48.0
Odisha,BALANGIR,2000,Kharif     ,Cotton(lint),8750.0,13430.0
Arunachal Pradesh,LOHIT,1997,Kharif     ,Sesamum,95.0,70.0
Uttarakhand,PAURI GARHWAL,2007,Kharif     ,Dry chillies,903.0,240.0
Uttar Pradesh,LALITPUR,2010,Kharif     ,Dry ginger,729.0,2073.0
Andhra Pradesh,EAST GODAVARI,2002,Rabi       ,other oilseeds,2258.0,2802.0
Telangana ,NALGONDA,2003,Kharif     ,Maize,4193.0,13061.0
West Bengal,24 PARAGANAS NORTH,2006,Whole Year ,Potato,6619.0,113971.0
Nagaland,PHEK,2008,Kharif     ,Potato,480.0,5920.0
Goa,NORTH GOA,2006,Kharif     ,Ragi,125.0,119.0
Gujarat,BHAVNAGAR,2007,Whole Year ,Garlic,200.0,1100.0
Uttar Pradesh,JHANSI,2006,Kharif     ,Dry ginger,117.0,360.0
Andaman and Nicobar Islands,NICOBARS,2000,Whole Year ,Cashewnut,720.0,165.0
Manipur,UKHRUL,2003,Whole Year ,Bhindi,38.0,129.0
Karnataka,RAMANAGARA,2009,Summer     ,Maize,262.0,717.0
Telangana ,MEDAK,2002,Whole Year ,Other Vegetables,1516.0,0.0
Telangana ,MEDAK,2006,Kharif     ,Maize,101937.0,155250.0
Tamil Nadu,KANNIYAKUMARI,1998,Kharif     ,Pulses total,3250.0,1511.0
Arunachal Pradesh,UPPER SIANG,2006,Kharif     ,Small millets,1100.0,1100.0
Telangana ,RANGAREDDI,1997,Kharif     ,Korra,300.0,100.0
Himachal Pradesh,MANDI,2008,Rabi       ,Garlic,593.0,157.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2007,Winter     ,Gram,200.0,100.0
Punjab,GURDASPUR,2014,Rabi       ,Wheat,187000.0,627000.0
Andhra Pradesh,ANANTAPUR,2012,Kharif     ,Lemon,422.0,3752.0
Uttar Pradesh,BULANDSHAHR,2004,Kharif     ,Sesamum,6.0,1.0
Tamil Nadu,KANCHIPURAM,2006,Whole Year ,Coriander,9.0,3.0
Gujarat,GANDHINAGAR,2006,Rabi       ,Gram,100.0,100.0
Bihar,GAYA,1998,Kharif     ,Groundnut,50.0,60.0
Meghalaya,EAST KHASI HILLS,2003,Kharif     ,Soyabean,185.0,181.0
Madhya Pradesh,INDORE,2003,Whole Year ,Beans & Mutter(Vegetable),110.0,0.0
Manipur,CHANDEL,2003,Whole Year ,Orange,87.0,357.0
Tamil Nadu,TIRUCHIRAPPALLI,2002,Whole Year ,Other Fresh Fruits,81.0,0.0
Andhra Pradesh,VIZIANAGARAM,2002,Whole Year ,Pome Fruit,301.0,2280.0
Nagaland,KOHIMA,2003,Rabi       ,Wheat,550.0,370.0
Telangana ,KHAMMAM,2002,Whole Year ,Orange,61.0,1089.0
Rajasthan,CHURU,2007,Kharif     ,Bajra,418315.0,252836.0
Madhya Pradesh,PANNA,2005,Whole Year ,Onion,459.0,3846.0
Meghalaya,RI BHOI,2007,Kharif     ,Maize,1517.0,3427.0
Maharashtra,PUNE,1998,Kharif     ,Other Cereals & Millets,6000.0,3400.0
Rajasthan,BHARATPUR,1999,Whole Year ,Tapioca,27.0,78.0
Tamil Nadu,KANNIYAKUMARI,2002,Whole Year ,Pome Granet,5.0,0.0
Nagaland,KIPHIRE,2012,Kharif     ,Soyabean,1070.0,1300.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi       ,Moong(Green Gram),1168.6,556.55
Andhra Pradesh,EAST GODAVARI,2005,Kharif     ,Soyabean,156.0,86.0
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,Mesta,19164.0,152247.0
Andhra Pradesh,KRISHNA,2002,Whole Year ,Dry ginger,12.0,20.0
Gujarat,BHARUCH,1998,Whole Year ,Banana,4000.0,244600.0
Telangana ,KHAMMAM,2000,Whole Year ,Turmeric,771.0,3877.0
Uttar Pradesh,SANT KABEER NAGAR,2000,Kharif     ,Maize,1362.0,616.0
West Bengal,DARJEELING,2004,Rabi       ,Barley,23.0,44.0
Nagaland,TUENSANG,2001,Kharif     ,Niger seed,11000.0,4000.0
Karnataka,HAVERI,2006,Whole Year ,Dry ginger,85.0,1121.0
Tamil Nadu,THANJAVUR,2013,Rabi       ,Urad,21366.0,18583.0
Odisha,GAJAPATI,2003,Kharif     ,Castor seed,900.0,540.0
Odisha,CUTTACK,2002,Rabi       ,Other  Rabi pulses,780.0,400.0
Himachal Pradesh,KANGRA,2007,Kharif     ,Cotton(lint),5.0,2.0
Kerala,THRISSUR,2002,Whole Year ,Bhindi,54.0,0.0
Bihar,ARARIA,2009,Rabi       ,Masoor,2129.0,1169.0
West Bengal,24 PARAGANAS NORTH,1998,Kharif     ,Moong(Green Gram),14.0,6.0
Rajasthan,SIKAR,2007,Whole Year ,Sweet potato,91.0,910.0
Maharashtra,KOLHAPUR,2003,Whole Year ,Onion,130.0,1290.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2002,Kharif     ,Maize,57.0,60.0
Jammu and Kashmir ,POONCH,1999,Rabi       ,Rapeseed &Mustard,632.0,62.2
Kerala,PALAKKAD,2012,Whole Year ,Pump Kin,276.0,
Madhya Pradesh,SHIVPURI,2012,Whole Year ,Dry ginger,7.0,5.0
Himachal Pradesh,BILASPUR,2005,Kharif     ,Turmeric,22.0,16.0
Gujarat,DANG,1998,Whole Year ,Oilseeds total,4900.0,6400.0
Kerala,PALAKKAD,2013,Whole Year ,Drum Stick,2003.0,4110.0
Assam,KARIMGANJ,2012,Kharif     ,Cotton(lint),28.0,13.0
Andhra Pradesh,VISAKHAPATANAM,2008,Kharif     ,Small millets,18153.0,8041.0
Rajasthan,BHILWARA,2002,Whole Year ,Mango,9.0,0.0
West Bengal,MURSHIDABAD,1997,Rabi       ,Oilseeds total,5544000.0,4485800.0
Jammu and Kashmir ,KATHUA,2003,Whole Year ,Tobacco,2.0,0.1
Tripura,UNAKOTI,2012,Kharif     ,Arhar/Tur,73.0,58.0
Punjab,SANGRUR,2012,Whole Year ,Guar seed,100.0,100.0
Assam,DARRANG,2001,Rabi       ,Wheat,4483.0,5581.0
Tamil Nadu,NAGAPATTINAM,2002,Whole Year ,Tomato,3.0,37.0
Rajasthan,KARAULI,2004,Kharif     ,Moth,52.0,7.0
Maharashtra,OSMANABAD,2014,Rabi       ,Other  Rabi pulses,1100.0,200.0
Nagaland,ZUNHEBOTO,2012,Kharif     ,Ginger,230.0,2100.0
Andhra Pradesh,KRISHNA,2003,Whole Year ,Other Fresh Fruits,351.0,1453.0
Manipur,CHANDEL,2006,Rabi       ,Rapeseed &Mustard,40.0,20.0
Tamil Nadu,VIRUDHUNAGAR,2009,Whole Year ,Horse-gram,15.0,7.0
Manipur,BISHNUPUR,1997,Kharif     ,Onion,2.0,5.0
Tamil Nadu,THE NILGIRIS,2008,Whole Year ,Dry chillies,11.0,6.0
Gujarat,BHARUCH,2000,Kharif     ,Moong(Green Gram),2000.0,600.0
Meghalaya,RI BHOI,2012,Kharif     ,Castor seed,3.0,4.0
Puducherry,PONDICHERRY,2012,Summer     ,Dry chillies,1.0,2.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year ,Carrot,1541.0,0.0
Tamil Nadu,NAMAKKAL,2003,Whole Year ,Bottle Gourd,5.0,0.0
Karnataka,BANGALORE RURAL,2006,Kharif     ,Rice,7340.0,14919.0
Kerala,PATHANAMTHITTA,2003,Whole Year ,Sugarcane,129.0,6300.0
Manipur,IMPHAL WEST,1999,Whole Year ,Potato,100.0,520.0
Gujarat,BANAS KANTHA,2009,Kharif     ,Tobacco,200.0,300.0
Tamil Nadu,PUDUKKOTTAI,2002,Kharif     ,Other Kharif pulses,524.0,80.0
Rajasthan,SIROHI,2007,Kharif     ,Other Kharif pulses,1866.0,1424.0
Uttar Pradesh,AMBEDKAR NAGAR,2001,Kharif     ,Bajra,478.0,601.0
Kerala,KANNUR,2012,Whole Year ,Horse-gram,6.0,
Andhra Pradesh,VISAKHAPATANAM,2011,Rabi       ,other oilseeds,6831.0,2541.0
Tamil Nadu,TIRUVANNAMALAI,2002,Kharif     ,Samai,2361.0,1055.0
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Pome Granet,19.0,0.0
Maharashtra,CHANDRAPUR,2007,Kharif     ,Castor seed,3.0,1.0
Maharashtra,BEED,2000,Kharif     ,Cotton(lint),82900.0,68900.0
Rajasthan,NAGAUR,2006,Rabi       ,Linseed,55.0,43.0
Jammu and Kashmir ,DODA,2000,Kharif     ,Sesamum,36.0,13.0
Tamil Nadu,THIRUVARUR,2009,Whole Year ,Coconut ,5314.0,76900.0
Tamil Nadu,VIRUDHUNAGAR,2002,Whole Year ,Ber,14.0,0.0
Telangana ,KARIMNAGAR,2001,Kharif     ,Sunflower,564.0,712.0
Rajasthan,SIKAR,1998,Whole Year ,Dry chillies,586.0,122.0
Meghalaya,EAST GARO HILLS,2002,Whole Year ,Papaya,137.0,1240.0
Karnataka,BENGALURU URBAN,2002,Whole Year ,Papaya,42.0,169.0
Meghalaya,WEST GARO HILLS,2003,Rabi       ,Gram,248.0,160.0
Uttar Pradesh,PILIBHIT,2013,Rabi       ,Wheat,143500.0,525354.0
Tripura,UNAKOTI,2014,Kharif     ,Other Kharif pulses,222.0,137.0
Jammu and Kashmir ,UDHAMPUR,2005,Kharif     ,Sugarcane,54.0,100.3
Goa,SOUTH GOA,2014,Whole Year ,Mango,3401.0,6205.0
Assam,JORHAT,2008,Kharif     ,Arhar/Tur,12.0,7.0
Tamil Nadu,PERAMBALUR,2000,Kharif     ,Other Cereals & Millets,6549.0,9311.0
Kerala,PATHANAMTHITTA,2003,Whole Year ,Other Vegetables,4546.0,0.0
Jammu and Kashmir ,RAJAURI,2005,Rabi       ,Gram,154.0,77.0
Uttar Pradesh,GONDA,2000,Kharif     ,Soyabean,5.0,3.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year ,Black pepper,175.0,191.14
Rajasthan,CHITTORGARH,1999,Whole Year ,Tapioca,6.0,12.0
Uttar Pradesh,FARRUKHABAD,2008,Rabi       ,Gram,681.0,1037.0
Tripura,DHALAI,2009,Rabi       ,Other  Rabi pulses,81.0,78.0
West Bengal,BANKURA,2006,Kharif     ,Cotton(lint),10.0,4.0
Maharashtra,AURANGABAD,2013,Kharif     ,Cotton(lint),422600.0,1036100.0
Telangana ,KHAMMAM,2005,Whole Year ,Tobacco,4899.0,11445.0
Odisha,BOUDH,1999,Rabi       ,Coriander,280.0,110.0
Karnataka,CHAMARAJANAGAR,2001,Whole Year ,Turmeric,2973.0,18825.0
Maharashtra,KOLHAPUR,2003,Rabi       ,Small millets,100.0,0.0
Haryana,BHIWANI,2008,Kharif     ,Castor seed,41.0,
Odisha,GANJAM,2000,Whole Year ,Sannhamp,2670.0,9350.0
Goa,SOUTH GOA,1997,Rabi       ,Other  Rabi pulses,1631.0,1159.0
Tripura,DHALAI,2008,Whole Year ,Sugarcane,186.0,9915.0
Madhya Pradesh,HARDA,2008,Whole Year ,Onion,226.0,3390.0
Tamil Nadu,THIRUVARUR,2005,Kharif     ,Sannhamp,1.0,
Haryana,KARNAL,2003,Kharif     ,Urad,56.0,0.0
Odisha,ANUGUL,1999,Rabi       ,Horse-gram,17930.0,5430.0
Haryana,PANCHKULA,2008,Kharif     ,Urad,515.0,200.0
Chhattisgarh,KANKER,2014,Rabi       ,Gram,882.0,993.0
Madhya Pradesh,JABALPUR,2006,Whole Year ,Potato,395.0,7627.0
Chandigarh,CHANDIGARH,2010,Kharif     ,Rice,20.0,103.0
Nagaland,TUENSANG,2003,Kharif     ,Other Kharif pulses,2860.0,3410.0
Uttarakhand,BAGESHWAR,2001,Rabi       ,Barley,1301.0,1644.0
Arunachal Pradesh,PAPUM PARE,1998,Kharif     ,Maize,1607.0,1935.0
Meghalaya,SOUTH WEST GARO HILLS,2013,Whole Year ,Cashewnut,1482.0,3758.0
Tamil Nadu,THIRUVALLUR,2002,Whole Year ,Ribed Guard,22.0,0.0
Karnataka,TUMKUR,2002,Rabi       ,Ragi,7697.0,4481.0
Uttar Pradesh,ALIGARH,2001,Kharif     ,Cotton(lint),1376.0,1424.0
Tripura,NORTH TRIPURA,2002,Whole Year ,Oilseeds total,980.0,628.0
Madhya Pradesh,CHHATARPUR,2002,Whole Year ,Papaya,62.0,0.0
Nagaland,KOHIMA,2002,Whole Year ,Tea,90.0,190.0
Maharashtra,NAGPUR,2001,Rabi       ,Gram,30300.0,19400.0
Punjab,MUKTSAR,2012,Kharif     ,Moong(Green Gram),300.0,300.0
Rajasthan,BUNDI,2003,Whole Year ,Other Vegetables,1802.0,0.0
Odisha,SAMBALPUR,2001,Rabi       ,Safflower,200.0,80.0
Meghalaya,WEST KHASI HILLS,1997,Whole Year ,Turmeric,15.0,96.0
Tamil Nadu,KANCHIPURAM,1998,Whole Year ,Garlic,12.0,63.0
Punjab,NAWANSHAHR,2014,Rabi       ,Peas & beans (Pulses),1000.0,1200.0
Tripura,NORTH TRIPURA,2005,Kharif     ,Maize,267.0,266.0
Assam,KARBI ANGLONG,2013,Rabi       ,Moong(Green Gram),1107.0,766.0
Madhya Pradesh,TIKAMGARH,2012,Kharif     ,Maize,2200.0,1822.0
Uttar Pradesh,RAMPUR,1997,Kharif     ,Total foodgrain,255996.0,696034.0
Telangana ,RANGAREDDI,2014,Kharif     ,Arhar/Tur,31049.0,12451.0
Puducherry,MAHE,2010,Kharif     ,Mango,7.0,71.0
Madhya Pradesh,RAJGARH,2002,Kharif     ,Soyabean,255761.0,87215.0
Telangana ,WARANGAL,2014,Kharif     ,Moong(Green Gram),17717.0,10506.0
Tamil Nadu,TIRUNELVELI,1999,Whole Year ,Cardamom,660.0,63.0
Bihar,NALANDA,1998,Kharif     ,Groundnut,22.0,11.0
Arunachal Pradesh,PAPUM PARE,1997,Kharif     ,Small millets,520.0,635.0
Sikkim,EAST DISTRICT,1998,Whole Year ,Total foodgrain,23370.0,28920.0
West Bengal,BARDHAMAN,1997,Whole Year ,Jowar,7.0,3.0
Nagaland,MOKOKCHUNG,2000,Kharif     ,Small millets,730.0,750.0
Karnataka,SHIMOGA,2001,Rabi       ,Other  Rabi pulses,653.0,79.0
Andhra Pradesh,ANANTAPUR,2011,Whole Year ,Potato,18.0,181.0
Kerala,ERNAKULAM,2003,Whole Year ,Tapioca,5642.0,163782.0
Sikkim,SOUTH DISTRICT,2002,Whole Year ,Oilseeds total,4000.0,2000.0
Punjab,NAWANSHAHR,2012,Rabi       ,Wheat,80000.0,382000.0
Odisha,NAYAGARH,2002,Rabi       ,Linseed,710.0,120.0
Assam,DARRANG,2005,Whole Year ,Sugarcane,469.0,13245.0
Tripura,DHALAI,2007,Kharif     ,Mesta,329.0,2010.0
West Bengal,DARJEELING,1997,Whole Year ,Pulses total,189700.0,131700.0
Odisha,KHORDHA,2010,Summer     ,Urad,351.0,56.9
Tamil Nadu,PERAMBALUR,1999,Kharif     ,Varagu,5973.0,8492.0
Tamil Nadu,THANJAVUR,2000,Whole Year ,Turmeric,4.0,22.0
Bihar,BHOJPUR,2006,Rabi       ,Gram,4445.0,3845.0
Karnataka,BELGAUM,2014,Kharif     ,Rapeseed &Mustard,246.0,54.0
Chhattisgarh,KOREA,2011,Kharif     ,Niger seed,2417.0,427.0
Himachal Pradesh,CHAMBA,1999,Rabi       ,Linseed,53.0,10.0
Assam,DIMA HASAO,2008,Rabi       ,Gram,6.0,2.0
Assam,BARPETA,2003,Summer     ,Rice,17400.0,37888.0
Maharashtra,LATUR,2003,Whole Year ,Banana,100.0,6430.0
Nagaland,MON,2003,Kharif     ,Jute,570.0,1400.0
Madhya Pradesh,MANDSAUR,2002,Whole Year ,Garlic,2396.0,6579.0
Jammu and Kashmir ,BADGAM,2013,Rabi       ,Garlic,130.0,104.2
Mizoram,LUNGLEI,2002,Whole Year ,Tapioca,70.0,634.0
Gujarat,GANDHINAGAR,2010,Rabi       ,Maize,500.0,800.0
Karnataka,BELGAUM,2000,Whole Year ,Banana,1466.0,30141.0
Kerala,WAYANAD,2012,Whole Year ,Jowar,6.0,5.0
Odisha,KANDHAMAL,2005,Winter     ,Horse-gram,1358.0,271.6
Kerala,KOLLAM,2000,Whole Year ,Sugarcane,3.0,310.0
Maharashtra,AHMEDNAGAR,2009,Kharif     ,Maize,38500.0,110300.0
Uttarakhand,CHAMPAWAT,2009,Kharif     ,Other Cereals & Millets,102.0,36.0
Manipur,SENAPATI,1998,Autumn     ,Tapioca,30.0,130.0
Nagaland,KOHIMA,2006,Rabi       ,Masoor,490.0,590.0
Manipur,CHURACHANDPUR,2000,Kharif     ,Cotton(lint),60.0,20.0
Gujarat,JUNAGADH,1998,Rabi       ,Small millets,100.0,
Jammu and Kashmir ,BADGAM,2001,Rabi       ,Rapeseed &Mustard,5793.0,3892.0
Bihar,GAYA,1999,Whole Year ,Sweet potato,7.0,95.0
Karnataka,DHARWAD,1998,Kharif     ,Niger seed,242.0,58.0
Himachal Pradesh,MANDI,1998,Rabi       ,Coriander,9.0,3.0
West Bengal,MEDINIPUR WEST,2013,Kharif     ,Castor seed,76.0,45.0
Uttar Pradesh,SITAPUR,2002,Kharif     ,Groundnut,2733.0,1115.0
Manipur,BISHNUPUR,2003,Whole Year ,Papaya,262.0,1520.0
Odisha,BALESHWAR,2003,Whole Year ,Coriander,1250.0,610.0
Uttarakhand,ALMORA,2009,Whole Year ,Onion,547.0,2188.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year ,Coconut ,3575.0,15400000.0
Telangana ,KHAMMAM,2004,Whole Year ,Coconut ,1004.0,11482486.0
Puducherry,PONDICHERRY,2002,Whole Year ,Mango,160.0,2560.0
Madhya Pradesh,SATNA,2008,Kharif     ,Castor seed,6.0,1.0
Andhra Pradesh,ANANTAPUR,2012,Kharif     ,Soyabean,919.0,1671.0
Madhya Pradesh,INDORE,2002,Whole Year ,Bhindi,129.0,0.0
Telangana ,WARANGAL,2005,Kharif     ,Urad,25.0,11.0
Karnataka,DHARWAD,2002,Whole Year ,Cashewnut Raw,11.0,2.0
Puducherry,YANAM,2000,Whole Year ,Banana,3.0,72.0
Jammu and Kashmir ,REASI,2007,Kharif     ,Bajra,359.0,215.4
Assam,KAMRUP,2005,Kharif     ,Jute,3322.0,45923.0
Rajasthan,BHILWARA,2004,Kharif     ,Rice,241.0,358.0
Rajasthan,UDAIPUR,2004,Kharif     ,Moth,6.0,1.0
Uttarakhand,NAINITAL,2008,Kharif     ,Moth,62.0,22.0
West Bengal,DARJEELING,2003,Rabi       ,Horse-gram,3.0,2.0
Meghalaya,SOUTH GARO HILLS,2003,Whole Year ,Papaya,61.0,342.0
Kerala,PALAKKAD,2000,Whole Year ,Arecanut,4241.0,2859.0
Uttar Pradesh,KASGANJ,2012,Kharif     ,Sweet potato,3479.0,45042.0
Tripura,DHALAI,1998,Rabi       ,Peas & beans (Pulses),75.0,45.0
Karnataka,DHARWAD,2004,Rabi       ,Rapeseed &Mustard,3.0,
Madhya Pradesh,KHANDWA,2006,Kharif     ,Jute,146.0,344.0
Bihar,SITAMARHI,1998,Kharif     ,Other Kharif pulses,286.0,171.0
Tamil Nadu,TIRUCHIRAPPALLI,1998,Kharif     ,Jowar,53154.0,50923.0
West Bengal,MEDINIPUR EAST,2010,Summer     ,Sesamum,154.0,179.0
Gujarat,BHAVNAGAR,1998,Kharif     ,Moong(Green Gram),5800.0,4200.0
Tripura,UNAKOTI,2013,Kharif     ,Jute,105.0,694.0
Tamil Nadu,TIRUCHIRAPPALLI,2003,Whole Year ,Cucumber,2.0,0.0
Chhattisgarh,BASTAR,2008,Kharif     ,Coconut ,51.0,
Mizoram,AIZAWL,1997,Whole Year ,Tapioca,255.0,5981.0
Madhya Pradesh,BALAGHAT,2010,Kharif     ,Ragi,279.0,87.0
Himachal Pradesh,SIRMAUR,2000,Kharif     ,Rice,5974.0,9829.0
Sikkim,SOUTH DISTRICT,2009,Rabi       ,Barley,240.0,200.0
Telangana ,KARIMNAGAR,2002,Whole Year ,Bhindi,391.0,1026.0
Jharkhand,KODERMA,2003,Winter     ,Rice,12515.08,11697.43
Maharashtra,JALGAON,2002,Rabi       ,Jowar,31500.0,49900.0
Chhattisgarh,SUKMA,2013,Kharif     ,Other Kharif pulses,266.0,18.0
Uttarakhand,CHAMOLI,2000,Kharif     ,Urad,438.0,219.0
Punjab,LUDHIANA,2014,Rabi       ,Peas & beans (Pulses),3000.0,4500.0
West Bengal,MEDINIPUR WEST,2002,Kharif     ,Niger seed,95.0,28.0
Assam,GOLAGHAT,2000,Kharif     ,Maize,322.0,173.0
Kerala,KOLLAM,1998,Kharif     ,Sesamum,727.0,260.0
Karnataka,MYSORE,2002,Whole Year ,Cashewnut Raw,169.0,59.0
Sikkim,EAST DISTRICT,2005,Kharif     ,Urad,410.0,300.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2003,Rabi       ,Other  Rabi pulses,4810.0,3850.0
Odisha,KALAHANDI,2004,Kharif     ,Small millets,464.0,270.0
Nagaland,PHEK,2013,Kharif     ,Jobster,140.0,150.0
Chhattisgarh,MAHASAMUND,2000,Kharif     ,Ragi,6.0,1.0
Puducherry,PONDICHERRY,2006,Rabi       ,Sesamum,112.0,82.0
Tamil Nadu,TIRUCHIRAPPALLI,2002,Whole Year ,Coriander,1643.0,210.0
Telangana ,NALGONDA,2000,Rabi       ,Maize,145.0,666.0
Haryana,KAITHAL,2001,Rabi       ,Gram,483.0,0.0
Punjab,MUKTSAR,1997,Whole Year ,Sugarcane,2000.0,110000.0
Chhattisgarh,RAIPUR,2008,Kharif     ,Coconut ,1.0,
Tamil Nadu,TIRUCHIRAPPALLI,2003,Kharif     ,Jowar,38827.0,23826.0
Telangana ,ADILABAD,2003,Kharif     ,Small millets,2.0,
Madhya Pradesh,SATNA,2003,Whole Year ,Other Citrus Fruit,4.0,0.0
Nagaland,MON,2009,Rabi       ,Linseed,1210.0,830.0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Water Melon,18.0,0.0
Andhra Pradesh,KRISHNA,2002,Rabi       ,Sesamum,303.0,55.0
Haryana,KURUKSHETRA,2011,Kharif     ,Bajra,69.0,
Meghalaya,RI BHOI,2002,Whole Year ,Dry chillies,79.0,40.0
Meghalaya,EAST GARO HILLS,2001,Kharif     ,Jute,315.0,2793.0
Maharashtra,JALGAON,1997,Kharif     ,Sugarcane,10900.0,8758.0
Tamil Nadu,KRISHNAGIRI,2003,Whole Year ,Carrot,85.0,0.0
Chhattisgarh,BASTAR,2006,Rabi       ,Other  Rabi pulses,8.0,3.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,other oilseeds,82.09,35.51
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Rice,38119.0,108906.0
Maharashtra,PUNE,2011,Kharif     ,Ragi,10300.0,11900.0
Nagaland,PEREN,2010,Kharif     ,Peas & beans (Pulses),220.0,270.0
Nagaland,KIPHIRE,2014,Kharif     ,Bean,170.0,220.0
Madhya Pradesh,GWALIOR,2007,Kharif     ,Bajra,9648.0,11462.0
Haryana,YAMUNANAGAR,2007,Whole Year ,Garlic,233.0,1200.0
Tripura,WEST TRIPURA,2012,Kharif     ,Other Kharif pulses,84.0,59.0
Arunachal Pradesh,LOWER DIBANG VALLEY,2014,Whole Year ,Potato,384.0,3079.0
Manipur,CHURACHANDPUR,2006,Kharif     ,Maize,340.0,920.0
Madhya Pradesh,BARWANI,2003,Whole Year ,Water Melon,2.0,0.0
Rajasthan,SIROHI,1997,Kharif     ,Sesamum,15700.0,6300.0
Assam,DHEMAJI,2011,Rabi       ,Arecanut,975.0,952.0
Telangana ,RANGAREDDI,2002,Whole Year ,Mango,2947.0,6125.0
Uttar Pradesh,SHRAVASTI,2010,Rabi       ,Barley,42.0,107.0
